Year,Month,State,Type of producer,Energy source,Consumption
2019,1,MS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),181
2019,1,MS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,1,MS,"Electric Generators, Independent Power Producers",Coal (Short Tons),269730
2019,1,MS,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),377
2019,1,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),97983
2019,1,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),25607376
2019,1,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),2150
2019,1,MT,Total Electric Power Industry,Coal (Short Tons),961064
2019,1,MT,Total Electric Power Industry,Natural Gas (Mcf),518876
2019,1,MT,Total Electric Power Industry,Other Gases (Billion Btu),10
2019,1,MT,Total Electric Power Industry,Petroleum (Barrels),78785
2019,1,MT,"Combined Heat and Power, Industrial Power",Coal (Short Tons),674
2019,1,MT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),4362
2019,1,MT,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2019,1,MT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),10
2019,1,MT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),76646
2019,1,MT,"Electric Generators, Independent Power Producers",Coal (Short Tons),933838
2019,1,MT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),214408
2019,1,MT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2038
2019,1,MT,"Electric Generators, Electric Utilities",Coal (Short Tons),26552
2019,1,MT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),300106
2019,1,MT,"Electric Generators, Electric Utilities",Petroleum (Barrels),101
2019,1,NC,Total Electric Power Industry,Coal (Short Tons),972042
2019,1,NC,Total Electric Power Industry,Natural Gas (Mcf),25778324
2019,1,NC,Total Electric Power Industry,Petroleum (Barrels),75832
2019,1,NC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2742
2019,1,NC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),78898
2019,1,NC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),1068
2019,1,NC,"Combined Heat and Power, Commercial Power",Coal (Short Tons),1766
2019,1,NC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),92045
2019,1,NC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),318
2019,1,NC,"Combined Heat and Power, Electric Power",Coal (Short Tons),746
2019,1,NC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),97
2019,1,NC,"Electric Generators, Independent Power Producers",Coal (Short Tons),1513
2019,1,NC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),5160663
2019,1,NC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),2136
2019,1,NC,"Electric Generators, Electric Utilities",Coal (Short Tons),965275
2019,1,NC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),20446718
2019,1,NC,"Electric Generators, Electric Utilities",Petroleum (Barrels),72213
2019,1,ND,Total Electric Power Industry,Coal (Short Tons),2054086
2019,1,ND,Total Electric Power Industry,Natural Gas (Mcf),812747
2019,1,ND,Total Electric Power Industry,Other Gases (Billion Btu),62
2019,1,ND,Total Electric Power Industry,Petroleum (Barrels),8998
2019,1,ND,"Combined Heat and Power, Industrial Power",Coal (Short Tons),4197
2019,1,ND,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),11157
2019,1,ND,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),62
2019,1,ND,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,ND,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),15
2019,1,ND,"Electric Generators, Electric Utilities",Coal (Short Tons),2049889
2019,1,ND,"Electric Generators, Electric Utilities",Natural Gas (Mcf),801590
2019,1,ND,"Electric Generators, Electric Utilities",Petroleum (Barrels),8983
2019,1,NE,Total Electric Power Industry,Coal (Short Tons),1354481
2019,1,NE,Total Electric Power Industry,Natural Gas (Mcf),260217
2019,1,NE,Total Electric Power Industry,Petroleum (Barrels),4751
2019,1,NE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),39205
2019,1,NE,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2019,1,NE,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),1628
2019,1,NE,"Electric Generators, Electric Utilities",Coal (Short Tons),1315276
2019,1,NE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),258589
2019,1,NE,"Electric Generators, Electric Utilities",Petroleum (Barrels),4751
2019,1,NH,Total Electric Power Industry,Coal (Short Tons),51935
2019,1,NH,Total Electric Power Industry,Natural Gas (Mcf),1267469
2019,1,NH,Total Electric Power Industry,Petroleum (Barrels),4308
2019,1,NH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),15356
2019,1,NH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,NH,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),4455
2019,1,NH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1981
2019,1,NH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),1246993
2019,1,NH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),1616
2019,1,NH,"Electric Generators, Electric Utilities",Coal (Short Tons),51935
2019,1,NH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),665
2019,1,NH,"Electric Generators, Electric Utilities",Petroleum (Barrels),711
2019,1,NJ,Total Electric Power Industry,Coal (Short Tons),45328
2019,1,NJ,Total Electric Power Industry,Natural Gas (Mcf),19849279
2019,1,NJ,Total Electric Power Industry,Other Gases (Billion Btu),102
2019,1,NJ,Total Electric Power Industry,Petroleum (Barrels),74066
2019,1,NJ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),179755
2019,1,NJ,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),102
2019,1,NJ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),3843
2019,1,NJ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),117234
2019,1,NJ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),1118
2019,1,NJ,"Combined Heat and Power, Electric Power",Coal (Short Tons),45328
2019,1,NJ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2998064
2019,1,NJ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),18813
2019,1,NJ,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,1,NJ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),16490284
2019,1,NJ,"Electric Generators, Independent Power Producers",Petroleum (Barrels),47800
2019,1,NJ,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,1,NJ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),63942
2019,1,NJ,"Electric Generators, Electric Utilities",Petroleum (Barrels),2492
2019,1,NM,Total Electric Power Industry,Coal (Short Tons),734591
2019,1,NM,Total Electric Power Industry,Geothermal (Billion Btu),45
2019,1,NM,Total Electric Power Industry,Natural Gas (Mcf),7773837
2019,1,NM,Total Electric Power Industry,Petroleum (Barrels),64197
2019,1,NM,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),0
2019,1,NM,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,NM,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),42207
2019,1,NM,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),29174
2019,1,NM,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),45
2019,1,NM,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2776109
2019,1,NM,"Electric Generators, Electric Utilities",Coal (Short Tons),734591
2019,1,NM,"Electric Generators, Electric Utilities",Natural Gas (Mcf),4926347
2019,1,NM,"Electric Generators, Electric Utilities",Petroleum (Barrels),64197
2019,1,NV,Total Electric Power Industry,Coal (Short Tons),210012
2019,1,NV,Total Electric Power Industry,Geothermal (Billion Btu),3131
2019,1,NV,Total Electric Power Industry,Natural Gas (Mcf),14232133
2019,1,NV,Total Electric Power Industry,Other Gases (Billion Btu),0
2019,1,NV,Total Electric Power Industry,Petroleum (Barrels),1750
2019,1,NV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),109555
2019,1,NV,"Combined Heat and Power, Commercial Power",Geothermal (Billion Btu),374
2019,1,NV,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),19297
2019,1,NV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),1337617
2019,1,NV,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2019,1,NV,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2019,1,NV,"Electric Generators, Independent Power Producers",Coal (Short Tons),57817
2019,1,NV,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),2756
2019,1,NV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),236
2019,1,NV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),577
2019,1,NV,"Electric Generators, Electric Utilities",Coal (Short Tons),152195
2019,1,NV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),12765428
2019,1,NV,"Electric Generators, Electric Utilities",Petroleum (Barrels),1173
2019,1,NY,Total Electric Power Industry,Coal (Short Tons),89869
2019,1,NY,Total Electric Power Industry,Natural Gas (Mcf),28782214
2019,1,NY,Total Electric Power Industry,Other Gases (Billion Btu),0
2019,1,NY,Total Electric Power Industry,Petroleum (Barrels),594818
2019,1,NY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2019,1,NY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),340906
2019,1,NY,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),0
2019,1,NY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),4096
2019,1,NY,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,1,NY,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),483109
2019,1,NY,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),9396
2019,1,NY,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),7070534
2019,1,NY,"Combined Heat and Power, Electric Power",Petroleum (Barrels),28142
2019,1,NY,"Electric Generators, Independent Power Producers",Coal (Short Tons),89869
2019,1,NY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),14170126
2019,1,NY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),234871
2019,1,NY,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,1,NY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6717539
2019,1,NY,"Electric Generators, Electric Utilities",Petroleum (Barrels),318313
2019,1,OH,Total Electric Power Industry,Coal (Short Tons),2206878
2019,1,OH,Total Electric Power Industry,Natural Gas (Mcf),30219304
2019,1,OH,Total Electric Power Industry,Other Gases (Billion Btu),337
2019,1,OH,Total Electric Power Industry,Petroleum (Barrels),217001
2019,1,OH,"Combined Heat and Power, Industrial Power",Coal (Short Tons),98
2019,1,OH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),152773
2019,1,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),81
2019,1,OH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),586
2019,1,OH,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,1,OH,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),97505
2019,1,OH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),22
2019,1,OH,"Combined Heat and Power, Electric Power",Coal (Short Tons),0
2019,1,OH,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),78051
2019,1,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),256
2019,1,OH,"Electric Generators, Independent Power Producers",Coal (Short Tons),1940971
2019,1,OH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),23824850
2019,1,OH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),214376
2019,1,OH,"Electric Generators, Electric Utilities",Coal (Short Tons),265809
2019,1,OH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6066125
2019,1,OH,"Electric Generators, Electric Utilities",Petroleum (Barrels),2017
2019,1,OK,Total Electric Power Industry,Coal (Short Tons),710308
2019,1,OK,Total Electric Power Industry,Natural Gas (Mcf),24953938
2019,1,OK,Total Electric Power Industry,Petroleum (Barrels),3173
2019,1,OK,"Combined Heat and Power, Industrial Power",Coal (Short Tons),7037
2019,1,OK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),302280
2019,1,OK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),185
2019,1,OK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2019,1,OK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2019,1,OK,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),9586586
2019,1,OK,"Electric Generators, Electric Utilities",Coal (Short Tons),703271
2019,1,OK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),15065072
2019,1,OK,"Electric Generators, Electric Utilities",Petroleum (Barrels),2988
2019,1,OR,Total Electric Power Industry,Coal (Short Tons),231498
2019,1,OR,Total Electric Power Industry,Geothermal (Billion Btu),146
2019,1,OR,Total Electric Power Industry,Natural Gas (Mcf),13933636
2019,1,OR,Total Electric Power Industry,Petroleum (Barrels),962
2019,1,OR,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),42451
2019,1,OR,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2019,1,OR,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),18375
2019,1,OR,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),13
2019,1,OR,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),4153557
2019,1,OR,"Electric Generators, Independent Power Producers",Geothermal (Billion Btu),146
2019,1,OR,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),3122799
2019,1,OR,"Electric Generators, Electric Utilities",Coal (Short Tons),231498
2019,1,OR,"Electric Generators, Electric Utilities",Geothermal (Billion Btu),0
2019,1,OR,"Electric Generators, Electric Utilities",Natural Gas (Mcf),6596454
2019,1,OR,"Electric Generators, Electric Utilities",Petroleum (Barrels),949
2019,1,PA,Total Electric Power Industry,Coal (Short Tons),2463235
2019,1,PA,Total Electric Power Industry,Natural Gas (Mcf),52241433
2019,1,PA,Total Electric Power Industry,Other Gases (Billion Btu),179
2019,1,PA,Total Electric Power Industry,Petroleum (Barrels),72125
2019,1,PA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),2591
2019,1,PA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),779966
2019,1,PA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),179
2019,1,PA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),5470
2019,1,PA,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2019,1,PA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),72706
2019,1,PA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),674
2019,1,PA,"Combined Heat and Power, Electric Power",Coal (Short Tons),338419
2019,1,PA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),2870527
2019,1,PA,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),0
2019,1,PA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),21846
2019,1,PA,"Electric Generators, Independent Power Producers",Coal (Short Tons),2122225
2019,1,PA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),48515638
2019,1,PA,"Electric Generators, Independent Power Producers",Other Gases (Billion Btu),0
2019,1,PA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),44071
2019,1,PA,"Electric Generators, Electric Utilities",Coal (Short Tons),0
2019,1,PA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),2596
2019,1,PA,"Electric Generators, Electric Utilities",Petroleum (Barrels),64
2019,1,RI,Total Electric Power Industry,Coal (Short Tons),0
2019,1,RI,Total Electric Power Industry,Natural Gas (Mcf),2815019
2019,1,RI,Total Electric Power Industry,Petroleum (Barrels),7802
2019,1,RI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),78114
2019,1,RI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),84
2019,1,RI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),14272
2019,1,RI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),614
2019,1,RI,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2019,1,RI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),2722633
2019,1,RI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),7098
2019,1,RI,"Electric Generators, Electric Utilities",Petroleum (Barrels),6
2019,1,SC,Total Electric Power Industry,Coal (Short Tons),693046
2019,1,SC,Total Electric Power Industry,Natural Gas (Mcf),12578872
2019,1,SC,Total Electric Power Industry,Petroleum (Barrels),14537
